ID_SELLER,id,url,Tipo,Marca,Modelo,Ano,Variante,Kilometraje,Color,description,price,Combustible,Dueno,Tipo_de_vendedor,Currency,create_date,direccion,Comuna,Ciudad,vendor,cnpj_cpf,carroceria,number_of_photos,photos,phone
3913873,54049768,"https://www.webmotors.com.br/comprar/MINI/COUNTRYMAN/20-16V-TWINPOWER-TURBO-GASOLINA-COOPER-S-STEPTRONIC/4-portas/2017/54049768","car","MINI","COUNTRYMAN",2017,"2.0 16V TWINPOWER TURBO GASOLINA COOPER S STEPTRONIC",45012,"Cinza","Teto solar, bancos em couro com memoria, ar condicionado dual zone, chave presencial, rodas de liga leve, computador de bordo, conjunto elétrico de vidros, travas e retrovisores, espelhamento do celular, acendimento automático dos faróis, sensor de estacionamento traseiro e câmera de ré.

Veículo em excepcional estado de conservação, laudo cautelar aprovado,  revisado.

Somos especializados em compra e venda de veículos, com uma estrutura fantástica e atendimento de excelência. Siga: dwcarsoficial","126890","Gasolina","DW CARROS LTDA",false,"R$","2024-08-26T12:34:03","","São Paulo","São Paulo (SP)","Loja","42960002000172","Utilitário esportivo",14,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","(11███420███29"
3954414,53355382,"https://www.webmotors.com.br/comprar/BMW/Z4/20-TWINPOWER-GASOLINA-SDRIVE30i-M-SPORT-STEPTRONIC/2-portas/2021-2022/53355382","car","BMW","Z4",2022,"2.0 TWINPOWER GASOLINA SDRIVE30i M SPORT STEPTRONIC",8900,"Vermelho","Vermelho San Francisco com interior cognac, Sistema de som Harman Kardon com 12 auto falantes, Keyless, Bancos esportivos, Cintos com detalhes M Sport, Head up Display, Monitoramento de ponto cego, Assistente de frenagem, Controle de cruzeiro adaptativo, Assistente de mudança de faixa, Auto hold, Farol BMW Laser  Outros Opcionais: Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, Farol de neblina, Kit Multimídia, Pára-choques na cor do veículo.","469000","Gasolina","ORLANDO IMPORTS",false,"R$","2024-07-19T10:20:59","","Balneário Camboriú","Santa Catarina (SC)","Loja","52161739000189","Conversível",8,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","080███20-███"
2085023,53648552,"https://www.webmotors.com.br/comprar/CHEVROLET/ONIX/10-TURBO-FLEX-PREMIER-AUTOMATICO/4-portas/2022/53648552","car","CHEVROLET","ONIX",2022,"1.0 TURBO FLEX PREMIER AUTOMÁTICO",36400,"Prata","Agende uma visita, fale com um de nossos consultores. TRADIÇÃO, CREDIBILIDADE e SEGURANÇA - HÁ QUASE 50 ANOS NO MERCADO DE AUTOMÓVEIS a MANZINI VEÍCULOS possui  OFICINA PRÓPRIA, nossos automóveis são REVISADOS, PERICIADOS, com GARANTIA de PROCEDÊNCIA e QUALIDADE. Nos reservamos no direito de corrigir supostos erros de digitação ou acessórios mencionados.

A MANZINI VEÍCULOS NÃO POSSUI FILIAIS, NEM PARCERIAS COM OUTRAS REVENDAS.","88900","Gasolina e álcool","Manzini Veículos",false,"R$","2024-08-06T15:28:39","","Jundiaí","São Paulo (SP)","Loja","50032929000170","Hatchback",16,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]",""
3833941,53719332,"https://www.webmotors.com.br/comprar/FIAT/PUNTO/16-ESSENCE-16V-FLEX-4P-AUTOMATIZADO/4-portas/2013-2014/53719332","car","FIAT","PUNTO",2014,"1.6 ESSENCE 16V FLEX 4P AUTOMATIZADO",108120,"Branco","A procura de um Fiat Punto - Branco -  seminovo? Aqui tem. Veículo periciado. Gostou deste carro? Temos uma equipe de atendimento on-line pronta para te atender. Tire todas suas dúvidas de forma rápida e descomplicada, entrando em contato conosco, ou se preferir, faça uma visita, estamos te esperando!","40890","Gasolina e álcool","M dupla Motors",false,"R$","2024-08-09T14:13:59","","São Paulo","São Paulo (SP)","Loja","06201079000103","Hatchback",18,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","(11███420███95"
3851499,53619945,"https://www.webmotors.com.br/comprar/BMW/X3/20-16V-HIBRIDO-XDRIVE30E-STEPTRONIC/4-portas/2021/53619945","car","BMW","X3",2021,"2.0 16V HÍBRIDO XDRIVE30E STEPTRONIC",53427,"Preto","","269800","Gasolina e elétrico","Osten - São José dos Campos",false,"R$","2024-08-05T12:12:27","","São José dos Campos","São Paulo (SP)","Concessionária","04625102000668","Utilitário esportivo",13,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","(12███600███82"
3887236,53588392,"https://www.webmotors.com.br/comprar/VOLKSWAGEN/POLO/10-MPI-TOTAL-FLEX-MANUAL/4-portas/2020-2021/53588392","car","VOLKSWAGEN","POLO",2021,"1.0 MPI TOTAL FLEX MANUAL",52989,"Branco"," Outros Opcionais: Comando de áudio no volante, Direção Elétrica, Distribuição eletrônica de frenagem, Kit Multimídia, MP3 Player, Pára-choques na cor do veículo.","67990","Gasolina e álcool","2A AUTOMOVEIS",false,"R$","2024-08-02T15:43:18","","Recife","Pernambuco (PE)","Loja","37358380000140","Hatchback",18,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","080███07-███"
3519552,54044853,"https://www.webmotors.com.br/comprar/VOLKSWAGEN/T-CROSS/10-200-TSI-TOTAL-FLEX-SENSE-AUTOMATICO/4-portas/2021/54044853","car","VOLKSWAGEN","T-CROSS",2021,"1.0 200 TSI TOTAL FLEX SENSE AUTOMÁTICO",19924,"Branco","Seja bem-vindo ao Pio Automóveis, onde a qualidade é nossa prioridade!. Cada detalhe é meticulosamente cuidado para garantir que sua experiência de compra seja impecável. Além disso, oferecemos taxas competitivas e propostas exclusivas que você só encontra aqui. Venha nos visitar e descubra por que somos a escolha certa para quem busca qualidade, confiabilidade e atendimento excepcional. Outros Opcionais: Banco bi-partido, Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Farol de neblina, Kit Multimídia, MP3 Player, Pára-choques na cor do veículo.","98490","Gasolina e álcool","Pio Automoveis",false,"R$","2024-08-26T10:16:13","","Leme","São Paulo (SP)","Loja","08229561000179","Utilitário esportivo",18,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","080███86-███"
3832076,54080509,"https://www.webmotors.com.br/comprar/MITSUBISHI/PAJERO-FULL/32-HPE-4X4-16V-TURBO-INTERCOOLER-DIESEL-4P-AUTOMATICO/4-portas/2019-2020/54080509","car","MITSUBISHI","PAJERO FULL",2020,"3.2 HPE 4X4 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO",150928,"Cinza","Veiculo muito novo, acabamento finos, com 7 lugares, rodas de 18 polegadas. [BIIBEHC]","247990","Diesel","V. Muchiutt Select",false,"R$","2024-08-27T15:17:33","","Presidente Prudente","São Paulo (SP)","Concessionária","02724775000135","Utilitário esportivo",16,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","(18███918███65"
3840890,53603085,"https://www.webmotors.com.br/comprar/BYD/SEAL/82,5-KW-ELETRICO-AWD/4-portas/2023-2024/53603085","car","BYD","SEAL",2024,"82,5 KW ELÉTRICO AWD",5951,"Azul","[BIHFJDJ]","269890","Elétrico","Original Arujá",false,"R$","2024-08-03T12:04:42","","Arujá","São Paulo (SP)","Concessionária","60894136000971","Sedã",20,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","(11███420███70"
3882328,54016395,"https://www.webmotors.com.br/comprar/JEEP/COMPASS/20-16V-FLEX-LONGITUDE-AUTOMATICO/4-portas/2021/54016395","car","JEEP","COMPASS",2021,"2.0 16V FLEX LONGITUDE AUTOMÁTICO",60800,"Preto","Trabalhamos com todas as financeiras e as menores taxas do mercado. Aceitamos e avaliamos seu veículo como parte de pagamento, mesmo alienado ou com divida. Serviços para sua comodidade: Despachante, acessórios e seguros. Curta nossas redes sociais  Outros Opcionais: Banco bi-partido, Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, Farol de neblina, Kit Multimídia, Pára-choques na cor do veículo.","109700","Gasolina e álcool","MARQUES VEICULOS",false,"R$","2024-08-23T18:42:10","","São Paulo","São Paulo (SP)","Loja","35460479000123","Utilitário esportivo",20,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]",""
3880779,53929349,"https://www.webmotors.com.br/comprar/VOLKSWAGEN/SPACEFOX/16-MSI-TRENDLINE-8V-FLEX-4P-MANUAL/4-portas/2018-2019/53929349","car","VOLKSWAGEN","SPACEFOX",2019,"1.6 MSI TRENDLINE 8V FLEX 4P MANUAL",142000,"Branco","","52990","Álcool","KAFKA MULTIMARCAS",false,"R$","2024-08-20T15:27:05","","Joinville","Santa Catarina (SC)","Loja","01584603000140","Perua/SW",16,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","(47███307███15"
3917105,53909848,"https://www.webmotors.com.br/comprar/LAND-ROVER/FREELANDER-2/32-SE-6V-24V-GASOLINA-4P-AUTOMATICO/4-portas/2009/53909848","car","LAND ROVER","FREELANDER 2",2009,"3.2 SE 6V 24V GASOLINA 4P AUTOMÁTICO",125000,"Preto","","34900","Gasolina","VR AUTOS",false,"R$","2024-08-19T16:18:22","","São Paulo","São Paulo (SP)","Loja","34411329000167","Utilitário esportivo",17,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","080███06-███"
2406651,53453837,"https://www.webmotors.com.br/comprar/FORD/KA/10-TI-VCT-FLEX-SE-PLUS-MANUAL/4-portas/2016/53453837","car","FORD","KA",2016,"1.0 TI-VCT FLEX SE PLUS MANUAL",85000,"Prata","Revisado, Periciado, Higienizado e Cristalizado. Consulte nossas opções de financiamento. Facilitamos a entrada no cartão de crédito. Consulte condições. Aceitamos seu veículo na troca, nacional ou importado. Preço sujeito à alteração sem prévio aviso. Reservamos o direito à corrigir possíveis erros de digitação. Valor sem veículo na troca. Outros Opcionais: Banco bi-partido, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, MP3 Player, Pára-choques na cor do veículo, Porta-copos.","44990","Gasolina e álcool","Reavel Veículos",false,"R$","2024-07-25T14:52:15","","São Paulo","São Paulo (SP)","Concessionária","03260158000199","Hatchback",12,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]",""
3850286,53818055,"https://www.webmotors.com.br/comprar/VOLKSWAGEN/TAOS/14-250-TSI-TOTAL-FLEX-COMFORTLINE-AUTOMATICO/4-portas/2021-2022/53818055","car","VOLKSWAGEN","TAOS",2022,"1.4 250 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO",44700,"Cinza"," Outros Opcionais: Assistente de Partida em Rampa, Banco bi-partido, Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, Kit Multimídia, Pára-choques na cor do veículo, Porta-copos.","135000","Gasolina e álcool","DANVEL VEICULOS",false,"R$","2024-08-14T11:39:23","","Poços de Caldas","Minas Gerais (MG)","Loja","18826912000182","Utilitário esportivo",8,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]",""
3826467,54160579,"https://www.webmotors.com.br/comprar/FIAT/CRONOS/13-FIREFLY-FLEX-DRIVE-GSR/4-portas/2018-2019/54160579","car","FIAT","CRONOS",2019,"1.3 FIREFLY FLEX DRIVE GSR",66116,"Preto","Carro Periciado com Laudo de Procedência Aprovado,  Manual do Proprietário, Garantia Legal de 90 Dias, Aceita Financiamento em Até 60x sem entrada, Aceitamos Veículos na Troca. Na Ribeiro Multimarcas a Oportunidade de Grandes Negócios é Certo.","59990","Gasolina e álcool","RIBEIRO MULTIMARCAS",false,"R$","2024-08-31T09:11:36","","Campinas","São Paulo (SP)","Loja","04185066000154","Sedã",10,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","(19███042███46"
